PG.UniprotIds,PG.Genes,PG.ProteinDescriptions,20220401_KMJ_LB_PB_140min_15cm_M2.raw.PG.PSMs,20220401_KMJ_LB_PB_140min_15cm_M1.raw.PG.PSMs,20220401_KMJ_LB_PB_140min_15cm_P2.raw.PG.PSMs,20220401_KMJ_LB_PB_140min_15cm_P1.raw.PG.PSMs,20220401_KMJ_LB_PB_140min_15cm_M2.raw.PG.PSMsForQuant,20220401_KMJ_LB_PB_140min_15cm_M1.raw.PG.PSMsForQuant,20220401_KMJ_LB_PB_140min_15cm_P2.raw.PG.PSMsForQuant,20220401_KMJ_LB_PB_140min_15cm_P1.raw.PG.PSMsForQuant,20220401_KMJ_LB_PB_140min_15cm_M2.raw.PG.Label-Free Quant,20220401_KMJ_LB_PB_140min_15cm_M1.raw.PG.Label-Free Quant,20220401_KMJ_LB_PB_140min_15cm_P2.raw.PG.Label-Free Quant,20220401_KMJ_LB_PB_140min_15cm_P1.raw.PG.Label-Free Quant,20220401_KMJ_LB_PB_140min_15cm_M2.raw.PG.Coverage,20220401_KMJ_LB_PB_140min_15cm_M1.raw.PG.Coverage,20220401_KMJ_LB_PB_140min_15cm_P2.raw.PG.Coverage,20220401_KMJ_LB_PB_140min_15cm_P1.raw.PG.Coverage,20220401_KMJ_LB_PB_140min_15cm_M2.raw.PG.Score,20220401_KMJ_LB_PB_140min_15cm_M1.raw.PG.Score,20220401_KMJ_LB_PB_140min_15cm_P2.raw.PG.Score,20220401_KMJ_LB_PB_140min_15cm_P1.raw.PG.Score,20220401_KMJ_LB_PB_140min_15cm_M2.raw.PG.UniquePeptides,20220401_KMJ_LB_PB_140min_15cm_M1.raw.PG.UniquePeptides,20220401_KMJ_LB_PB_140min_15cm_P2.raw.PG.UniquePeptides,20220401_KMJ_LB_PB_140min_15cm_P1.raw.PG.UniquePeptides
A0A286ZLY5;A0A287BEH7;A0A5G2REJ8,TPPP,Tubulin polymerization promoting protein,NaN,2,NaN,NaN,NaN,2,NaN,NaN,NaN,889065,NaN,NaN,NaN,14.7%;14.7%;13.1%,NaN,NaN,NaN,0.484900653362274,NaN,NaN,NaN,2,NaN,NaN
A0A286ZJ75;A0A286ZXV0;A0A287B830;A0A5G2RN10,MAPT,Microtubule-associated protein,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,1113039,NaN,NaN,NaN,3.4%;3.4%;3.5%;3.4%,NaN,NaN,NaN,1.13657402992249,NaN,NaN,NaN,1,NaN,NaN
A0A5G2RAI4;F1RIA7,TMEM109,Transmembrane protein 109,NaN,1,NaN,2,NaN,1,NaN,1,NaN,122869.7,NaN,969826.9,NaN,4.1%;4.9%,NaN,4.1%;4.9%,NaN,1.59131920337677,NaN,1.59131920337677,NaN,1,NaN,1
F1S0J8,KRT14,IF rod domain-containing protein,NaN,1,NaN,1,NaN,1,NaN,1,NaN,321204.5,NaN,573577.8,NaN,1.8%,NaN,3.1%,NaN,-0.0395056493580341,NaN,-0.0395056493580341,NaN,2,NaN,2
A0A286ZM34;A0A5G2QTP0;A0A5G2RJW4;I3LEV7,SH3BGR,Uncharacterized protein,NaN,2,NaN,NaN,NaN,1,NaN,NaN,NaN,1347139,NaN,NaN,NaN,9.2%;13.6%;17.8%;8.8%,NaN,NaN,NaN,1.69038808345795,NaN,NaN,NaN,1,NaN,NaN
A0A286ZJ53;A0A287B013;A0A287BCC0;A0A287BD00;A0A287BPN2;A0A5G2Q820;A0A5G2QTM4;F2Z5U4;I3L6D2;Q06AU7;Q52NJ2,KLC2;KLC2;KLC2;RAB1A;KLC2;RAB1A;RAB1A;RAB1A;RAB1A;RAB1B;RAB1A,Kinesin light chain 2;Kinesin light chain 2;Kinesin light chain 2;Ras-related protein Rab-1A;Kinesin light chain 2;Ras-related protein Rab-1A;Ras-related protein Rab-1A;Ras-related protein Rab-1A;Ras-related protein Rab-1A;Ras-related protein Rab-1B;Ras-related protein Rab-1A,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,3453031,NaN,NaN,NaN,4.9%;4.5%;7%;7.7%;7.2%;7.4%;7.6%;7.8%;7.8%;8%;7.8%,NaN,NaN,NaN,1.26456773281097,NaN,NaN,NaN,1,NaN,NaN
A0A480YLE4;I3LEQ7,STRAP,Serine-threonine kinase receptor-associated protein;Uncharacterized protein,NaN,1,7,3,NaN,1,5,3,NaN,5791245,4796807,2568198,NaN,3.1%;3.2%,21.4%;21.6%,12.3%;12.4%,NaN,2.4888858795166,2.4888858795166,2.4888858795166,NaN,5,5,5
A0A286ZN89;A0A5G2QDL9;A0A5G2QPX6;A0A5G2RE84,NaN,PDZ domain-containing protein,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,272057.7,NaN,NaN,NaN,23.3%;16.3%;15.4%;26.5%,NaN,NaN,NaN,-0.258081823587418,NaN,NaN,NaN,1,NaN,NaN
A0A287ABN0;F1SS98,MINDY1,Ubiquitin carboxyl-terminal hydrolase,NaN,1,NaN,1,NaN,1,NaN,1,NaN,116111.6,NaN,334122.8,NaN,2.2%;1.9%,NaN,2.2%;1.9%,NaN,1.8050924539566,NaN,1.8050924539566,NaN,1,NaN,1
A0A287B3Y6,ACCSL,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,NaN,1,1,1,NaN,1,1,1,NaN,473334.3,117942.3,108412.1,NaN,5.3%,5.3%,5.3%,NaN,2.87653851509094,2.87653851509094,2.87653851509094,NaN,1,1,1
A0A286ZJQ9;Q6RVA9,CAV1,Caveolin;Caveolin-1,NaN,2,2,4,NaN,1,1,4,NaN,2182124,1722390,908713.4,NaN,5.6%;5.6%,14.1%;14%,31.6%;31.5%,NaN,1.60614633560181,1.60614633560181,1.60614633560181,NaN,4,4,4
A0A5G2QXW0;F1SBE8,ARFGEF2,ADP ribosylation factor guanine nucleotide exchange factor 2,NaN,1,NaN,1,NaN,1,NaN,1,NaN,155470.8,NaN,273908.6,NaN,0.7%;0.8%,NaN,0.4%;0.4%,NaN,0.198877528309822,NaN,0.198877528309822,NaN,2,NaN,2
A0A286ZPH3;A0A286ZZ05;F1RS44,NGLY1,N-glycanase 1,NaN,2,2,2,NaN,2,2,2,NaN,857131.3,631712.4,1019292,NaN,5%;4.1%;4.1%,5.7%;4.7%;4.7%,5%;4.1%;4.1%,NaN,1.57589292526245,1.57589292526245,1.57589292526245,NaN,4,4,4
A0A286ZVE7;K7GK75;P10668,CFL1,"Cofilin, non-muscle isoform;Cofilin, non-muscle isoform;Cofilin-1",NaN,1,5,2,NaN,1,3,2,NaN,3049845,3624029,7556182,NaN,11.8%;11.2%;12%,26%;24.6%;26.5%,20.1%;19%;20.5%,NaN,2.05360531806946,2.05360531806946,2.05360531806946,NaN,3,3,3
A0A287AVN0;A0A5G2Q9Z0;I3LTC6;O77591,IMPA1,Inositol-1-monophosphatase;Inositol-1-monophosphatase;Inositol-1-monophosphatase;Inositol monophosphatase 1,NaN,1,NaN,3,NaN,1,NaN,3,NaN,427766.6,NaN,516130.2,NaN,4.7%;4.8%;3.6%;4.7%,NaN,13.7%;14.1%;10.5%;13.7%,NaN,0.995611965656281,NaN,0.995611965656281,NaN,3,NaN,3
A0A287AZN8;A0A287BNI0,PLEKHA2,Pleckstrin homology domain containing A2,NaN,1,NaN,3,NaN,1,NaN,2,NaN,433552.6,NaN,741031.9,NaN,4.8%;4.2%,NaN,6.9%;6.1%,NaN,1.97745740413666,NaN,1.97745740413666,NaN,3,NaN,3
A0A480LB97;A0A5G2QNB2;A0A5G2QRM2;A0A5G2R6E9,SNX1,Sorting nexin-1,NaN,1,4,1,NaN,1,4,1,NaN,526606.1,1219496,1.216252E+07,NaN,2.1%;2.3%;2.3%;2.4%,7.1%;7.9%;7.8%;8.1%,2.1%;2.3%;2.3%;2.4%,NaN,2.27229142189026,2.27229142189026,2.27229142189026,NaN,4,4,4
A0A287BTM9,ETFRF1,Electron transfer flavoprotein regulatory factor 1,NaN,2,NaN,NaN,NaN,2,NaN,NaN,NaN,335327.1,NaN,NaN,NaN,23.3%,NaN,NaN,NaN,1.3257954120636,NaN,NaN,NaN,2,NaN,NaN
A0A287ADK7,FIS1,Mitochondrial fission 1 protein,NaN,2,NaN,1,NaN,2,NaN,1,NaN,649593.6,NaN,891227.3,NaN,12.5%,NaN,7.2%,NaN,1.14046943187714,NaN,1.14046943187714,NaN,2,NaN,2
A0A5G2QCJ7;F1SKK1,SLC25A20,Solute carrier family 25 member 20;Mitochondrial carnitine/acylcarnitine carrier protein,NaN,1,2,1,NaN,1,1,1,NaN,645350.7,627690.9,900401.2,NaN,5.7%;4.3%,5.7%;4.3%,5.7%;4.3%,NaN,0.893555402755737,0.893555402755737,0.893555402755737,NaN,1,1,1
O02705,HSP90AA1,Heat shock protein HSP 90-alpha,NaN,2,4,8,NaN,2,3,5,NaN,1391794,4728349,3185928,NaN,2.6%,4.2%,16.2%,NaN,2.10991930961609,2.10991930961609,2.10991930961609,NaN,9,9,9
A0A287A891;A0A287AC95;A0A287ACW6;F1RX17;I3LMY9,LOC100625207;LOC100625207;USP9X;USP9X;LOC100625207,Ubiquitinyl hydrolase 1,NaN,4,4,8,NaN,3,3,5,NaN,1036612,202756.3,1540264,NaN,1.4%;1.4%;1.4%;1.4%;1.4%,1.3%;1.3%;1.3%;1.3%;1.3%,2.6%;2.6%;2.6%;2.7%;2.6%,NaN,2.47252440452576,2.47252440452576,2.47252440452576,NaN,6,6,6
A0A286ZI57;A0A286ZTN0;I3LA44,NRBP1,Nuclear receptor binding protein 1,NaN,1,1,3,NaN,1,1,3,NaN,314366.7,612944.4,1524905,NaN,2.7%;2.8%;2.5%,2%;2.1%;1.8%,6.2%;6.4%;5.6%,NaN,2.25638055801392,2.25638055801392,2.25638055801392,NaN,3,3,3
F1SFV7,S100A4,Protein S100,NaN,1,NaN,1,NaN,1,NaN,1,NaN,358134.6,NaN,299181,NaN,7.9%,NaN,7.9%,NaN,-1.23055851459503,NaN,-1.23055851459503,NaN,1,NaN,1
K7GRN9,NIBAN1,Niban apoptosis regulator 1,NaN,3,4,NaN,NaN,3,4,NaN,NaN,3668692,2417468,NaN,NaN,4.4%,5.9%,NaN,NaN,2.38972735404968,2.38972735404968,NaN,NaN,4,4,NaN
F1SP32,RAD23B,UV excision repair protein RAD23,NaN,3,3,NaN,NaN,2,2,NaN,NaN,3392010,496390,NaN,NaN,8%,10.4%,NaN,NaN,2.25698280334473,2.25698280334473,NaN,NaN,4,4,NaN
A0A5G2R4K5;A0A5G2R9D6;F1RQP0,PRDX5,Peroxiredoxin-5,NaN,2,1,2,NaN,2,1,2,NaN,128159.2,341292.8,220519.9,NaN,16%;16.6%;15.3%,4.9%;5.1%;4.7%,5.6%;5.7%;5.3%,NaN,0.765073597431183,0.765073597431183,0.765073597431183,NaN,3,3,3
A0A5G2QFP2;A0A5G2QHZ3;F1RHJ2,HDGF,Heparin binding growth factor,NaN,1,5,4,NaN,1,4,4,NaN,1762870,8197413,6305167,NaN,6.7%;7%;7%,20.2%;21%;21.1%,20.2%;21%;21.1%,NaN,2.726726770401,2.726726770401,2.726726770401,NaN,4,4,4
O97788,FABP4,"Fatty acid-binding protein, adipocyte",NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,147123.9,NaN,NaN,NaN,6.8%,NaN,NaN,NaN,-0.837767601013184,NaN,NaN,NaN,1,NaN,NaN
M3UZ54,SLC16A1,Monocarboxylate transporter 1,NaN,2,NaN,3,NaN,2,NaN,3,NaN,1.073221E+07,NaN,1.675978E+07,NaN,5%,NaN,6.6%,NaN,2.14393162727356,NaN,2.14393162727356,NaN,3,NaN,3
A0A5G2QZZ3,LOC110258364,LIM zinc-binding domain-containing protein,NaN,1,NaN,1,NaN,1,NaN,1,NaN,149719.6,NaN,969601.9,NaN,9.1%,NaN,9.1%,NaN,0.520481407642365,NaN,0.520481407642365,NaN,1,NaN,1
A0A287B5U0;A0A287BE46;Q5W9D5,QKI,Protein quaking,NaN,2,2,4,NaN,1,1,4,NaN,2005115,5983509,400867.8,NaN,3%;3.1%;2.9%,3%;3.1%;2.9%,16.9%;17.6%;16.7%,NaN,2.59407305717468,2.59407305717468,2.59407305717468,NaN,4,4,4
A0A287BLR0,PYGL,"Alpha-1,4 glucan phosphorylase",NaN,1,5,2,NaN,1,3,2,NaN,740982.6,211627.5,417827.8,NaN,1.2%,3.5%,2.6%,NaN,2.45939469337463,2.45939469337463,2.45939469337463,NaN,3,3,3
A0A287BIA5,LOC110259265,Uncharacterized protein,NaN,1,1,1,NaN,1,1,1,NaN,800004.5,1957615,846358.6,NaN,2.9%,2.9%,2.9%,NaN,1.62452495098114,1.62452495098114,1.62452495098114,NaN,1,1,1
F1RZ25;K7GP41,MPP1,55 kDa erythrocyte membrane protein,NaN,3,1,3,NaN,3,1,2,NaN,903095,8507713,2468429,NaN,8.4%;8.2%,2.6%;2.6%,5.7%;5.6%,NaN,2.5273106098175,2.5273106098175,2.5273106098175,NaN,3,3,3
F1RHH8,PRPF8,Pre-mRNA processing factor 8,NaN,2,9,13,NaN,2,5,5,NaN,472148.7,2065168,3883552,NaN,0.6%,4.9%,7%,NaN,2.45306348800659,2.45306348800659,2.45306348800659,NaN,13,13,13
A0A287BLB5,PCNP,PEST proteolytic signal-containing nuclear protein,NaN,1,1,NaN,NaN,1,1,NaN,NaN,40295.54,365532.3,NaN,NaN,6.2%,5.1%,NaN,NaN,0.0270345937460661,0.0270345937460661,NaN,NaN,2,2,NaN
I3LUZ1,CPNE1,Uncharacterized protein,NaN,1,4,4,NaN,1,4,4,NaN,544778.4,945479.9,2081462,NaN,0.8%,3.8%,4%,NaN,2.42535400390625,2.42535400390625,2.42535400390625,NaN,6,6,6
F1SKE5;F1SKE7,PAQR9,CUB domain-containing protein;Uncharacterized protein,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,149038.3,NaN,NaN,NaN,2.2%;2.7%,NaN,NaN,NaN,-0.823789715766907,NaN,NaN,NaN,1,NaN,NaN
A0A287BMC4;F1RU39,PACS1,Phosphofurin acidic cluster sorting protein 1,NaN,1,4,7,NaN,1,3,5,NaN,2316389,5418595,1812027,NaN,1%;1%,3.4%;3.4%,8.1%;8.1%,NaN,2.24599361419678,2.24599361419678,2.24599361419678,NaN,7,7,7
A0A287A3X9;A0A287BHB1;A0A287BI64;F1RTR6,PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2;6-phosphofructo-2-kinase/fructose-2, 6-bisphosphatase 2 isoform X1;6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2;6-phosphofructo-2-kinase/fructose-2, 6-bisphosphatase 2 isoform X1",NaN,1,4,4,NaN,1,4,4,NaN,3.919289E+07,6162020,2206549,NaN,2.1%;2.1%;2.1%;2.1%,7.9%;8.1%;8.1%;7.9%,9.4%;9.7%;9.7%;9.3%,NaN,2.50722408294678,2.50722408294678,2.50722408294678,NaN,5,5,5
A0A5G2R8A9;F1S764,CPT2,Carnitine palmitoyltransferase 2,NaN,1,NaN,4,NaN,1,NaN,4,NaN,510531.5,NaN,769239.7,NaN,1.1%;1.1%,NaN,6.5%;6.7%,NaN,1.56157290935516,NaN,1.56157290935516,NaN,4,NaN,4
A0A287BJB4,WNT9B,Protein Wnt,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,192139.7,NaN,NaN,NaN,2.5%,NaN,NaN,NaN,1.11229336261749,NaN,NaN,NaN,1,NaN,NaN
F1RHE6,KCTD12,Potassium channel tetramerization domain containing 12,NaN,1,NaN,3,NaN,1,NaN,2,NaN,309962.9,NaN,398011.4,NaN,3.1%,NaN,7.1%,NaN,1.61443483829498,NaN,1.61443483829498,NaN,2,NaN,2
A0A5G2QE37;F1SJE6,PGM5,Phosphoglucomutase 5,NaN,4,5,11,NaN,3,5,5,NaN,864606.3,4651296,2266548,NaN,7.7%;7.2%,12%;11.3%,21.2%;19.9%,NaN,2.38436627388,2.38436627388,2.38436627388,NaN,9,9,9
A0A287AZ91;P80031,LOC100739508;GSTP1,GST class-pi;Glutathione S-transferase P,NaN,2,NaN,5,NaN,2,NaN,5,NaN,811621,NaN,6234641,NaN,8%;11.1%,NaN,17.1%;23.7%,NaN,2.75152802467346,NaN,2.75152802467346,NaN,5,NaN,5
A0A287AIW3;F1RRE0,DYNC1LI1,Dynein light intermediate chain,NaN,1,NaN,3,NaN,1,NaN,3,NaN,1776272,NaN,992861.3,NaN,1.7%;1.8%,NaN,7.3%;7.8%,NaN,1.44869101047516,NaN,1.44869101047516,NaN,4,NaN,4
A0A5G2RC38;F1S3F3,ISCA2,Iron-sulfur cluster assembly 2,NaN,2,4,5,NaN,2,2,3,NaN,232813.9,1625450,3335574,NaN,15.4%;19%,15.4%;19%,21.2%;26.2%,NaN,2.55537223815918,2.55537223815918,2.55537223815918,NaN,3,3,3
A0A287BQ02;F1SV06,PABPC4,Polyadenylate-binding protein,NaN,5,11,10,NaN,4,5,5,NaN,7542629,2.631583E+07,2.940934E+07,NaN,7.1%;7.4%,17.9%;18.7%,13.8%;14.4%,NaN,2.78798747062683,2.78798747062683,2.78798747062683,NaN,11,11,11
A0A5G2REI4;F1SCM9;I3LAS2,TRIP10,Thyroid hormone receptor interactor 10;Thyroid hormone receptor interactor 10;Cdc42-interacting protein 4 isoform 1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,111323.5,NaN,294547.2,NaN,3.5%;3.8%;3.5%,NaN,3.5%;3.8%;3.5%,NaN,2.12079524993896,NaN,2.12079524993896,NaN,1,NaN,1
F1S6Q3,CILP2,Cartilage intermediate layer protein 2,NaN,4,76,42,NaN,4,5,5,NaN,8066246,1.602867E+08,1.105844E+08,NaN,5.2%,22.5%,18.7%,NaN,2.72117233276367,2.72117233276367,2.72117233276367,NaN,32,32,32
A0A5G2QIE9;P50390,TTR,Transthyretin,NaN,3,NaN,NaN,NaN,2,NaN,NaN,NaN,2595204,NaN,NaN,NaN,20.3%;20%,NaN,NaN,NaN,0.404792249202728,NaN,NaN,NaN,2,NaN,NaN
A0A286ZRM3;A0A287AT54;A0A480NQ08,FLII,FLII actin remodeling protein,NaN,1,2,8,NaN,1,1,5,NaN,75164.78,99624.94,482930.7,NaN,0.6%;0.5%;0.6%,0.6%;0.5%;0.6%,5.2%;4.5%;4.9%,NaN,2.37142729759216,2.37142729759216,2.37142729759216,NaN,5,5,5
A0A287ADG1;A0A5G2QS00;F1ST81,DBNL,Drebrin like,NaN,1,4,3,NaN,1,3,2,NaN,399562.1,352480.1,181087.3,NaN,4.1%;4.2%;3.7%,8%;8.2%;7.2%,7.2%;7.4%;6.5%,NaN,2.18059706687927,2.18059706687927,2.18059706687927,NaN,4,4,4
A0A287AAP0;A0A5G2R332,LOC100522130,Fumarylacetoacetate hydrolase domain-containing protein 2;FAA_hydrolase domain-containing protein,NaN,1,1,2,NaN,1,1,2,NaN,154930.9,1029049,604842.3,NaN,9.3%;10%,9.3%;10%,12.8%;13.8%,NaN,1.67918431758881,1.67918431758881,1.67918431758881,NaN,2,2,2
A0A286ZL03;A0A287BEM2;A0A5G2QK95;A0A5G2QQK7;A0A5G2QVX7;F1SSH3,CAMK2B,Calcium/calmodulin-dependent protein kinase,NaN,3,NaN,2,NaN,2,NaN,2,NaN,139451,NaN,1705297,NaN,3.6%;3.8%;4.3%;3.5%;3.5%;3.4%,NaN,5.5%;5.8%;6.7%;5.5%;5.4%;5.3%,NaN,1.33599436283112,NaN,1.33599436283112,NaN,3,NaN,3
A0A287A7C2;A0A287ALM0;A0A287B1J1;A0A5G2R9H6;F1SR76,DNPEP,Aspartyl aminopeptidase,NaN,1,1,2,NaN,1,1,1,NaN,92220.37,636665,2521437,NaN,2.2%;2%;2.3%;2.2%;2.5%,2.2%;2%;2.3%;2.2%;2.5%,2.2%;2%;2.3%;2.2%;2.5%,NaN,2.19347786903381,2.19347786903381,2.19347786903381,NaN,1,1,1
I3LSD3,RPL13,60S ribosomal protein L13,NaN,1,2,3,NaN,1,2,3,NaN,530810.1,1601759,2.367144E+07,NaN,3.8%,8.1%,9.5%,NaN,0.959222137928009,0.959222137928009,0.959222137928009,NaN,3,3,3
A0A5G2QF41;F1RSN3,OPLAH,"5-oxoprolinase, ATP-hydrolysing;5-oxoprolinase, ATP-hydrolysing",NaN,1,2,2,NaN,1,2,2,NaN,26507.28,306988.9,427458.9,NaN,1.2%;1.2%,1.6%;1.5%,1.1%;1.1%,NaN,-0.37644174695015,-0.37644174695015,-0.37644174695015,NaN,4,4,4
A0A286ZZA4;A0A287A3R8;A0A287AXU6;A0A287BAQ0;F2Z5I2,RBM39,RNA binding motif protein 39,NaN,1,2,1,NaN,1,2,1,NaN,35927.31,623012.2,87774.27,NaN,1.6%;1.7%;1.6%;1.5%;1.5%,3.8%;4%;3.7%;3.6%;3.6%,3%;3.1%;3%;2.8%;2.9%,NaN,1.50780749320984,1.50780749320984,1.50780749320984,NaN,3,3,3
F1RMB2,BMP1,Metalloendopeptidase,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,34103.96,NaN,NaN,NaN,1%,NaN,NaN,NaN,-1.15328359603882,NaN,NaN,NaN,1,NaN,NaN
A0A287A725,ATP5MG,ATP synthase subunit,NaN,3,3,3,NaN,2,2,2,NaN,6067367,4703270,1.498793E+07,NaN,8.1%,8.1%,8.1%,NaN,-0.210949823260307,-0.210949823260307,-0.210949823260307,NaN,2,2,2
A0A287BNF7;Q69DL0,C1QA,Complement C1q subcomponent subunit A,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,282728.7,NaN,NaN,NaN,7.1%;7.7%,NaN,NaN,NaN,1.39962089061737,NaN,NaN,NaN,1,NaN,NaN
A0A5G2QNV7;F1RKJ9,ISOC1,Isochorismatase domain containing 1,NaN,1,NaN,1,NaN,1,NaN,1,NaN,69996.76,NaN,934684.6,NaN,4.5%;5.2%,NaN,4.5%;5.2%,NaN,2.60241460800171,NaN,2.60241460800171,NaN,1,NaN,1
A0A287A2L6;A0A5G2Q7A2;A0A5G2QRJ6;A0A5G2QYG3;F1STY9,CLNS1A,"Chloride channel, nucleotide sensitive 1A;Chloride channel, nucleotide sensitive 1A;Chloride channel, nucleotide sensitive 1A;Chloride channel, nucleotide sensitive 1A;Chloride channel, nucleotide sensitive 1A",NaN,1,1,1,NaN,1,1,1,NaN,589799.3,1641254,1430967,NaN,7.3%;5.5%;7.8%;6.4%;5.7%,7.3%;5.5%;7.8%;6.4%;5.7%,7.3%;5.5%;7.8%;6.4%;5.7%,NaN,2.52907705307007,2.52907705307007,2.52907705307007,NaN,1,1,1
A0A287AA21;A0A287BF56,ECHS1,"Enoyl-CoA hydratase, mitochondrial;Uncharacterized protein",NaN,2,NaN,8,NaN,2,NaN,4,NaN,214283.4,NaN,1.146891E+07,NaN,14%;16.2%,NaN,24.4%;28.2%,NaN,2.69261789321899,NaN,2.69261789321899,NaN,4,NaN,4
F1RUP2,GRSF1,G-rich RNA sequence binding factor 1,NaN,1,2,2,NaN,1,1,1,NaN,347196,341267.6,891523.8,NaN,3.5%,3.5%,3.5%,NaN,2.37533020973206,2.37533020973206,2.37533020973206,NaN,1,1,1
A0A286ZXZ9;A0A287ACK8;A0A287ASJ1;A0A287BAF7;A0A287BFZ2;A0A287BIL4;A0A287BL08;A0A287BNA1;F1S3M9;I3LUL5,EPB41L2,Erythrocyte membrane protein band 4.1 like 2;Erythrocyte membrane protein band 4.1 like 2;Erythrocyte membrane protein band 4.1 like 2;Erythrocyte membrane protein band 4.1 like 2;Erythrocyte membrane protein band 4.1 like 2;Erythrocyte membrane protein band 4.1 like 2;Erythrocyte membrane protein band 4.1 like 2;Erythrocyte membrane protein band 4.1 like 2;Band 4.1-like protein 2 isoform a;Erythrocyte membrane protein band 4.1 like 2,NaN,2,5,5,NaN,2,5,5,NaN,470844.7,1606429,1985972,NaN,3.1%;3.1%;3.4%;3.9%;3.1%;3.3%;3.1%;3.1%;3.2%;3.2%,8.9%;8.9%;9.8%;11.2%;8.8%;9.4%;9%;9%;9.2%;9.2%,7.5%;7.4%;8.2%;9.4%;7.4%;7.9%;7.6%;7.5%;7.7%;7.7%,NaN,2.49521517753601,2.49521517753601,2.49521517753601,NaN,6,6,6
A0A287A2J9,CUL3,Cullin 3,NaN,1,3,5,NaN,1,3,5,NaN,441354.5,148013.8,529250.4,NaN,1.7%,5.7%,9.8%,NaN,2.67607092857361,2.67607092857361,2.67607092857361,NaN,6,6,6
A0A5G2R5L7;P29269,MYL9,Myosin regulatory light polypeptide 9,NaN,2,2,NaN,NaN,2,1,NaN,NaN,1169723,2989979,NaN,NaN,6.2%;6.4%,5.7%;5.8%,NaN,NaN,2.57202911376953,2.57202911376953,NaN,NaN,2,2,NaN
P00795,CTSD,Cathepsin D,NaN,1,NaN,1,NaN,1,NaN,1,NaN,372574.8,NaN,203904.9,NaN,2.3%,NaN,2.3%,NaN,-0.0961755961179733,NaN,-0.0961755961179733,NaN,1,NaN,1
A0A0U1RS44;O79874,MT-ND1,NADH-ubiquinone oxidoreductase chain 1,NaN,3,NaN,NaN,NaN,2,NaN,NaN,NaN,4913418,NaN,NaN,NaN,6.3%;6.3%,NaN,NaN,NaN,2.11101913452148,NaN,NaN,NaN,2,NaN,NaN
F1S3R5,HBS1L,HBS1-like protein,NaN,2,6,9,NaN,2,5,5,NaN,860209.8,4075642,5689305,NaN,4.9%,14.1%,13.8%,NaN,2.83673691749573,2.83673691749573,2.83673691749573,NaN,10,10,10
A0A5G2Q895;A0A5G2R6R2;A0A5G2RA90;A0A5K1UH01,PDIA6,Protein disulfide-isomerase A6,NaN,3,3,7,NaN,2,2,5,NaN,176243.8,1148662,2355215,NaN,6%;6.4%;6.4%;4.7%,8.4%;8.9%;8.9%;6.6%,13.8%;14.6%;14.7%;10.8%,NaN,2.53604412078857,2.53604412078857,2.53604412078857,NaN,6,6,6
A0A5G2Q7E1;A0A5G2R2V8;I3LE12;I3LJY8,HSD17B12,Hydroxysteroid 17-beta dehydrogenase 12,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,70789.55,NaN,NaN,NaN,5%;5.4%;5.1%;4.8%,NaN,NaN,NaN,1.85578763484955,NaN,NaN,NaN,1,NaN,NaN
A0A2C9F365;A0A5G2QR17;A0A5G2R2G9;A0A5S6I0Y5;Q8MJ49,OSTF1,Osteoclast-stimulating factor 1,NaN,1,1,1,NaN,1,1,1,NaN,363187.9,675813.3,1254282,NaN,5.1%;6.2%;5.9%;5.2%;5.6%,5.1%;6.2%;5.9%;5.2%;5.6%,5.1%;6.2%;5.9%;5.2%;5.6%,NaN,1.78552043437958,1.78552043437958,1.78552043437958,NaN,1,1,1
A0A287BKX8;A0A287BRR9;A0A5G2QHH7;A0A5G2QK03;A0A5G2RMY4;F1RZB0,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,NaN,1,2,5,NaN,1,2,4,NaN,317542.1,899592.8,491377.1,NaN,1.4%;1.5%;1.6%;1.5%;1.5%;1.5%,3.7%;4%;4.1%;3.9%;3.9%;4%,10.8%;11.9%;12.1%;11.5%;11.6%;11.9%,NaN,1.75539553165436,1.75539553165436,1.75539553165436,NaN,4,4,4
A0A287AYW3;A0A287BBR9;A0A287BP81;A0A5G2QPK1;A0A5G2R331;I3LVL9,PUF60,60 kDa poly(U)-binding-splicing factor,NaN,2,4,3,NaN,2,4,3,NaN,2906682,3690307,1.083777E+07,NaN,2.9%;3%;3.6%;3.4%;2.9%;3.3%,8.3%;8.6%;10.4%;9.8%;8.4%;9.6%,4.6%;4.7%;5.8%;5.4%;4.6%;5.3%,NaN,1.40924274921417,1.40924274921417,1.40924274921417,NaN,4,4,4
